generation,education,marital_status,income,children,expenses,purchases,recency,years,acceptcmpg
Millennial,post_graduate,single,37929.0,0,265,20,49,10.0,2
Baby_boomers,graduate,relation,86610.0,0,1603,20,66,11.0,0
Millennial,post_graduate,relation,80141.0,0,2091,28,20,10.0,1
Baby_boomers,post_graduate,relation,72635.0,0,981,24,54,11.0,1
Gen_X,graduate,relation,69016.0,1,1533,39,61,11.0,0
Millennial,post_graduate,relation,20193.0,0,82,11,18,11.0,0
Gen_X,graduate,relation,27573.0,1,244,22,45,11.0,0
Gen_X,under_graduate,single,15862.0,1,36,13,26,11.0,0
Gen_X,post_graduate,relation,49544.0,1,404,23,0,10.0,0
Millennial,graduate,relation,33228.0,1,71,13,28,10.0,0
Gen_X,graduate,relation,70440.0,0,1572,26,49,10.0,1
Gen_X,graduate,relation,38232.0,2,122,16,84,10.0,0
Baby_boomers,post_graduate,relation,22554.0,2,41,15,38,12.0,0
Millennial,post_graduate,relation,23536.0,1,10,7,53,10.0,0
Baby_boomers,graduate,relation,49413.0,1,304,18,88,10.0,0
Gen_X,graduate,relation,42231.0,2,37,10,99,10.0,0
Millennial,post_graduate,single,78789.0,0,1754,18,12,11.0,0
Gen_X,graduate,relation,56534.0,1,815,33,35,10.0,2
Gen_X,graduate,single,58350.0,1,1001,33,5,11.0,0
Millennial,graduate,single,81217.0,0,1157,23,77,10.0,0
Baby_boomers,graduate,single,49090.0,1,688,28,45,10.0,0
Millennial,post_graduate,single,61787.0,0,1319,24,71,11.0,0
Millennial,post_graduate,relation,18169.0,1,21,12,40,11.0,0
Millennial,post_graduate,single,24336.0,1,31,11,82,11.0,0
Millennial,graduate,relation,18222.0,0,67,14,70,11.0,0
Baby_boomers,graduate,single,62335.0,1,708,23,87,11.0,0
Gen_X,post_graduate,relation,42033.0,2,25,11,95,11.0,0
Millennial,post_graduate,relation,86580.0,0,746,12,72,11.0,1
Baby_boomers,post_graduate,single,41437.0,2,32,12,5,11.0,0
Baby_boomers,post_graduate,single,73705.0,2,1695,30,86,10.0,0
Gen_X,graduate,relation,61064.0,1,1080,34,80,11.0,0
Baby_boomers,post_graduate,relation,38452.0,2,72,16,62,10.0,0
Millennial,graduate,single,18358.0,1,57,17,49,10.0,0
Gen_X,post_graduate,relation,55012.0,1,660,30,85,10.0,0
Gen_X,under_graduate,relation,9722.0,1,103,19,7,12.0,0
Millennial,post_graduate,relation,38175.0,1,153,18,6,10.0,0
Baby_boomers,post_graduate,relation,58656.0,1,1220,38,25,11.0,1
Gen_X,graduate,relation,52117.0,1,279,20,55,11.0,0
Gen_X,graduate,relation,64813.0,1,745,25,81,10.0,0
Gen_X,post_graduate,relation,54222.0,1,264,15,98,10.0,0
Millennial,graduate,relation,83512.0,0,2157,23,31,10.0,4
Baby_boomers,post_graduate,relation,77520.0,1,1526,27,30,10.0,3
Gen_X,graduate,relation,41154.0,1,69,11,98,10.0,0
Gen_X,graduate,relation,80398.0,0,1597,29,92,11.0,1
Millennial,under_graduate,single,18746.0,1,64,14,41,10.0,0
Millennial,graduate,relation,35196.0,1,497,26,68,11.0,0
Baby_boomers,graduate,single,60230.0,1,1067,22,78,11.0,0
Gen_X,graduate,relation,22108.0,2,31,14,46,9.0,0
Gen_X,graduate,relation,44392.0,2,211,21,71,11.0,0
Gen_X,post_graduate,relation,55424.0,1,877,31,6,11.0,1
Gen_X,graduate,relation,17688.0,1,11,12,82,11.0,0
Millennial,post_graduate,relation,92491.0,0,2034,28,71,11.0,3
Millennial,graduate,single,90273.0,0,1991,21,32,10.0,3
Baby_boomers,post_graduate,single,82571.0,0,1686,26,28,10.0,1
Millennial,post_graduate,single,38513.0,1,324,25,20,10.0,0
Gen_X,post_graduate,single,16653.0,1,69,15,10,10.0,0
Baby_boomers,graduate,relation,42586.0,2,252,24,7,11.0,0
Gen_X,under_graduate,single,23529.0,1,54,11,67,11.0,0
Baby_boomers,post_graduate,relation,74881.0,2,964,32,48,10.0,0
Baby_boomers,graduate,relation,71107.0,1,1327,32,61,11.0,0
Baby_boomers,post_graduate,relation,46910.0,2,68,13,36,10.0,0
Baby_boomers,graduate,relation,18690.0,0,60,13,77,11.0,0
Baby_boomers,graduate,single,37244.0,2,55,12,90,11.0,1
Gen_X,graduate,relation,82427.0,0,1456,22,35,9.0,1
Baby_boomers,post_graduate,single,75342.0,1,563,22,38,11.0,0
Baby_boomers,graduate,single,70044.0,1,1504,31,46,11.0,0
Gen_X,graduate,single,79146.0,2,564,25,33,10.0,0
Baby_boomers,graduate,relation,77437.0,0,1125,24,70,10.0,1
Baby_boomers,graduate,relation,54984.0,1,358,24,51,10.0,1
Gen_X,post_graduate,relation,42403.0,1,42,13,18,10.0,0
Baby_boomers,graduate,relation,55761.0,1,184,16,97,10.0,1
Millennial,graduate,relation,37292.0,1,460,27,32,11.0,0
Builder,post_graduate,single,45576.0,0,145,16,9,10.0,0
Baby_boomers,graduate,relation,70321.0,0,1376,29,6,11.0,0
Gen_X,post_graduate,single,58086.0,1,792,31,80,11.0,0
Baby_boomers,graduate,relation,81795.0,0,1382,25,74,11.0,0
Baby_boomers,under_graduate,relation,28389.0,0,28,11,49,11.0,0
Baby_boomers,post_graduate,relation,66835.0,0,1033,26,21,10.0,0
Gen_X,graduate,single,69901.0,1,882,28,95,11.0,0
Baby_boomers,post_graduate,relation,80360.0,0,2231,17,56,11.0,3
Baby_boomers,post_graduate,relation,63342.0,1,1101,25,48,11.0,1
Gen_X,graduate,relation,44989.0,1,369,22,26,11.0,0
Millennial,post_graduate,single,31859.0,1,48,12,3,10.0,0
Baby_boomers,post_graduate,single,51569.0,1,467,27,39,10.0,1
Gen_X,graduate,single,30372.0,2,44,15,33,11.0,0
Gen_X,under_graduate,single,16014.0,2,38,13,42,11.0,0
Gen_X,graduate,relation,41120.0,2,81,15,80,11.0,0
Gen_X,post_graduate,single,39763.0,1,167,19,9,11.0,0
Baby_boomers,post_graduate,relation,38725.0,2,45,11,52,9.0,0
Gen_X,graduate,relation,77981.0,1,664,26,78,11.0,0
Baby_boomers,post_graduate,relation,62905.0,1,622,24,68,10.0,0
Gen_X,post_graduate,single,13533.0,1,48,14,45,10.0,0
Gen_X,graduate,relation,59481.0,1,461,18,47,10.0,0
Gen_X,graduate,relation,72117.0,1,1073,31,34,10.0,0
Millennial,post_graduate,relation,21955.0,1,55,14,81,10.0,0
Baby_boomers,graduate,relation,67131.0,1,976,32,72,11.0,0
Millennial,post_graduate,single,36802.0,1,20,10,23,10.0,0
Millennial,graduate,relation,71853.0,0,1149,18,29,10.0,0
Baby_boomers,under_graduate,relation,28249.0,0,43,12,80,10.0,0
Gen_X,post_graduate,relation,47808.0,1,224,17,30,10.0,1
Gen_X,post_graduate,single,25509.0,1,101,18,15,11.0,0
Baby_boomers,post_graduate,relation,51012.0,0,209,16,86,11.0,0
Millennial,graduate,single,70596.0,0,968,23,68,12.0,0
Baby_boomers,post_graduate,relation,85431.0,0,1165,17,54,10.0,0
Gen_X,graduate,relation,42664.0,1,24,11,44,10.0,0
Baby_boomers,graduate,relation,42586.0,2,252,24,7,11.0,0
Millennial,graduate,single,29760.0,1,165,20,87,11.0,0
Gen_X,post_graduate,relation,28973.0,0,269,21,59,11.0,0
Gen_X,post_graduate,relation,39435.0,1,102,14,16,11.0,0
Millennial,post_graduate,relation,65370.0,0,461,20,1,11.0,0
Gen_X,under_graduate,single,20194.0,1,47,13,64,11.0,0
Gen_X,post_graduate,single,42473.0,2,144,15,72,10.0,0
Gen_X,graduate,relation,64590.0,0,1338,30,98,11.0,0
Baby_boomers,graduate,relation,71232.0,1,917,32,91,10.0,0
Gen_X,graduate,relation,34600.0,2,318,25,8,11.0,0
Gen_X,graduate,single,46904.0,2,253,22,20,12.0,0
Gen_X,graduate,relation,49094.0,1,502,26,6,11.0,0
Millennial,graduate,relation,36075.0,1,119,13,54,10.0,0
Gen_X,post_graduate,relation,60839.0,2,1250,37,72,11.0,0
Gen_X,graduate,relation,77298.0,1,969,27,46,11.0,0
Baby_boomers,graduate,relation,34026.0,2,76,14,11,11.0,0
Baby_boomers,post_graduate,single,48918.0,2,62,11,21,9.0,0
Baby_boomers,post_graduate,relation,82122.0,0,1382,27,89,10.0,1
Gen_X,graduate,single,37697.0,1,84,13,82,10.0,0
Baby_boomers,graduate,relation,34074.0,2,255,20,69,10.0,1
Baby_boomers,post_graduate,relation,28520.0,2,43,11,55,11.0,0
Baby_boomers,graduate,single,62535.0,1,398,17,13,11.0,0
Gen_X,post_graduate,single,36273.0,1,76,14,80,10.0,0
Baby_boomers,graduate,relation,63404.0,2,902,19,97,10.0,1
Millennial,post_graduate,relation,75774.0,1,823,25,27,10.0,0
Gen_X,graduate,relation,78416.0,1,1179,29,99,10.0,0
Gen_X,graduate,relation,75702.0,1,1921,35,87,11.0,1
Baby_boomers,post_graduate,relation,59385.0,2,185,15,85,11.0,0
Gen_X,graduate,single,37070.0,2,433,30,30,11.0,0
Baby_boomers,graduate,relation,44689.0,2,34,13,82,9.0,1
Baby_boomers,graduate,relation,53977.0,1,907,32,21,10.0,0
Gen_X,post_graduate,single,7144.0,2,416,25,92,10.0,0
Baby_boomers,graduate,single,18701.0,2,44,15,95,11.0,0
Baby_boomers,graduate,relation,90369.0,0,1588,18,2,10.0,0
Gen_X,post_graduate,single,63159.0,0,1797,20,74,12.0,1
Gen_X,graduate,relation,37758.0,2,40,14,49,12.0,0
Baby_boomers,post_graduate,single,46757.0,1,1143,30,71,11.0,0
Gen_X,post_graduate,relation,79734.0,0,914,15,72,10.0,1
Millennial,graduate,relation,63207.0,0,1502,19,68,11.0,1
Baby_boomers,graduate,single,72071.0,1,1338,22,4,11.0,0
Millennial,post_graduate,relation,21840.0,1,27,14,80,10.0,0
Millennial,post_graduate,relation,58582.0,1,763,27,15,10.0,1
Baby_boomers,graduate,single,72282.0,0,1331,29,70,10.0,0
Baby_boomers,graduate,relation,50387.0,2,525,24,91,10.0,0
Baby_boomers,post_graduate,relation,32583.0,2,9,11,10,10.0,0
Baby_boomers,graduate,relation,62568.0,1,953,20,99,10.0,1
Gen_X,post_graduate,single,44635.0,2,68,14,25,10.0,0
Gen_X,post_graduate,single,33316.0,2,131,16,34,11.0,0
Gen_X,graduate,relation,63967.0,1,882,25,57,10.0,0
Gen_X,post_graduate,relation,52513.0,0,1149,32,84,12.0,0
Gen_X,graduate,relation,25293.0,1,37,13,51,10.0,0
Gen_X,post_graduate,single,54111.0,1,388,20,97,10.0,0
Millennial,graduate,relation,78394.0,0,1428,18,13,11.0,0
Baby_boomers,post_graduate,relation,80739.0,0,1633,25,92,11.0,0
Gen_X,post_graduate,relation,22669.0,1,173,19,30,11.0,0
Millennial,graduate,single,29236.0,1,99,18,30,10.0,0
Baby_boomers,graduate,relation,44911.0,1,215,19,11,11.0,0
Baby_boomers,post_graduate,relation,54693.0,1,929,37,72,11.0,0
Gen_X,graduate,relation,48186.0,1,219,19,39,10.0,0
Gen_X,graduate,relation,54809.0,2,174,16,0,10.0,0
Gen_X,graduate,relation,41580.0,2,92,14,15,11.0,0
Gen_X,post_graduate,relation,80336.0,0,1052,26,12,10.0,0
Baby_boomers,graduate,relation,47743.0,1,275,20,56,11.0,1
Baby_boomers,post_graduate,relation,62972.0,1,587,22,39,12.0,0
Baby_boomers,post_graduate,single,57333.0,1,1662,39,55,11.0,0
Millennial,post_graduate,relation,32313.0,1,159,20,60,10.0,0
Baby_boomers,post_graduate,single,84953.0,0,1024,20,73,11.0,3
Gen_X,post_graduate,single,27071.0,1,35,13,90,10.0,0
Baby_boomers,post_graduate,relation,68148.0,0,1042,17,86,10.0,0
Gen_X,post_graduate,relation,65735.0,2,395,26,37,10.0,0
Gen_X,post_graduate,relation,86836.0,0,557,28,7,11.0,3
Baby_boomers,post_graduate,relation,4023.0,2,9,34,29,10.0,0
Millennial,graduate,relation,30093.0,0,69,13,19,10.0,0
Gen_X,post_graduate,relation,57705.0,1,486,24,14,9.0,0
Millennial,graduate,single,25008.0,1,34,14,72,10.0,0
Millennial,post_graduate,single,83257.0,0,1365,34,56,11.0,2
Gen_X,graduate,relation,22280.0,1,13,12,85,11.0,0
Gen_X,post_graduate,relation,72159.0,0,1401,23,62,11.0,0
Baby_boomers,graduate,relation,64260.0,0,1574,17,1,10.0,0
Millennial,post_graduate,single,82733.0,0,1323,24,28,10.0,0
Gen_X,post_graduate,single,74290.0,1,1217,38,70,10.0,2
Baby_boomers,post_graduate,single,58217.0,3,103,13,84,11.0,0
Gen_X,post_graduate,relation,21024.0,0,84,14,89,11.0,0
Gen_X,post_graduate,relation,70116.0,0,1536,24,73,11.0,0
Millennial,graduate,relation,54006.0,1,581,25,42,11.0,0
Gen_X,post_graduate,relation,69063.0,1,928,17,16,11.0,0
Gen_X,post_graduate,single,11448.0,0,14,10,16,10.0,0
Gen_X,graduate,single,61825.0,1,424,19,56,10.0,0
Gen_X,graduate,relation,70886.0,1,960,16,65,10.0,0
Millennial,graduate,relation,69109.0,0,1555,24,10,11.0,1
Gen_X,graduate,single,60208.0,2,656,36,13,11.0,1
Gen_X,post_graduate,relation,32889.0,2,55,14,78,11.0,0
Millennial,graduate,single,34738.0,1,20,11,51,9.0,0
Gen_X,post_graduate,relation,30538.0,1,367,27,27,12.0,0
Gen_X,post_graduate,relation,82326.0,0,2257,24,30,9.0,3
Gen_X,post_graduate,single,26642.0,1,42,13,71,10.0,0
Baby_boomers,graduate,single,69932.0,1,1049,30,97,10.0,0
Gen_X,graduate,single,44503.0,2,48,13,83,10.0,0
Baby_boomers,post_graduate,single,60200.0,1,685,31,3,11.0,0
Baby_boomers,graduate,single,49638.0,1,39,7,71,10.0,0
Millennial,post_graduate,single,23830.0,0,43,12,3,10.0,0
Baby_boomers,post_graduate,single,33051.0,0,835,30,15,11.0,0
Baby_boomers,graduate,relation,72905.0,0,1515,21,52,10.0,1
Baby_boomers,post_graduate,relation,69702.0,1,1039,30,8,11.0,0
Gen_X,graduate,single,70300.0,1,1596,34,89,10.0,0
Millennial,post_graduate,relation,70643.0,0,1828,24,66,11.0,0
Gen_X,post_graduate,relation,30396.0,1,34,13,22,10.0,1
Gen_X,post_graduate,single,50616.0,1,149,17,56,10.0,0
Gen_X,post_graduate,single,62772.0,1,946,25,74,11.0,1
Millennial,post_graduate,single,30298.0,0,28,9,48,10.0,0
Millennial,graduate,single,52413.0,1,450,24,67,12.0,0
Baby_boomers,post_graduate,relation,44155.0,2,46,9,24,10.0,0
Gen_X,post_graduate,single,86979.0,0,1702,18,67,10.0,1
Gen_X,graduate,relation,76532.0,2,820,30,38,10.0,0
Millennial,graduate,relation,42081.0,1,382,21,86,11.0,1
Millennial,post_graduate,relation,67546.0,0,2126,23,90,11.0,0
Millennial,post_graduate,relation,88420.0,0,2069,21,87,10.0,3
Millennial,graduate,relation,31158.0,1,72,15,62,11.0,0
Gen_X,graduate,single,61671.0,1,732,36,23,10.0,2
Gen_X,graduate,single,69719.0,0,801,12,99,10.0,0
Baby_boomers,graduate,single,49160.0,1,236,18,29,10.0,0
Gen_X,under_graduate,relation,24882.0,1,80,11,52,11.0,1
Baby_boomers,post_graduate,single,90933.0,0,1685,16,90,10.0,1
Builder,post_graduate,single,113734.0,0,277,28,9,10.0,0
Baby_boomers,post_graduate,relation,59292.0,1,507,21,71,11.0,0
Baby_boomers,post_graduate,relation,45759.0,2,68,14,13,11.0,0
Millennial,graduate,single,22148.0,0,49,12,16,10.0,0
Millennial,post_graduate,relation,73395.0,0,397,17,94,10.0,0
Gen_X,graduate,single,29819.0,1,39,15,77,10.0,0
Gen_X,graduate,relation,45688.0,1,306,18,20,10.0,1
Baby_boomers,graduate,relation,62820.0,0,976,15,51,10.0,0
Gen_X,post_graduate,relation,60491.0,1,1028,33,81,11.0,0
Millennial,graduate,relation,33235.0,1,70,14,71,10.0,0
Baby_boomers,graduate,relation,35701.0,0,46,11,36,11.0,0
Millennial,post_graduate,relation,31535.0,1,51,12,95,10.0,1
Baby_boomers,post_graduate,relation,92556.0,0,1263,21,32,10.0,0
Gen_X,graduate,single,67384.0,1,1490,27,32,11.0,1
Gen_X,post_graduate,relation,80573.0,0,1564,26,85,11.0,0
Gen_X,graduate,relation,77870.0,1,1815,26,93,11.0,2
Baby_boomers,post_graduate,single,52278.0,1,1198,39,24,11.0,0
Gen_X,graduate,single,57107.0,1,416,31,44,11.0,2
Millennial,graduate,relation,18929.0,0,85,12,15,11.0,0
Millennial,post_graduate,single,36038.0,1,47,14,82,11.0,0
Gen_X,graduate,single,20180.0,0,137,15,27,11.0,0
Gen_X,post_graduate,relation,34230.0,2,21,11,72,11.0,0
Gen_X,post_graduate,single,31878.0,1,70,9,7,10.0,0
Gen_X,post_graduate,relation,70932.0,1,909,25,57,10.0,0
Baby_boomers,graduate,single,91249.0,0,1676,26,84,11.0,4
Builder,post_graduate,single,77598.0,0,1735,29,53,11.0,1
Baby_boomers,graduate,single,80982.0,2,1191,35,48,10.0,0
Gen_X,post_graduate,relation,22701.0,1,24,10,2,11.0,0
Gen_X,post_graduate,relation,55212.0,1,1182,28,65,11.0,2
Gen_X,graduate,relation,70617.0,0,1280,16,45,11.0,0
Baby_boomers,graduate,single,64849.0,0,1336,24,42,11.0,0
Gen_X,post_graduate,relation,62694.0,2,749,31,29,11.0,0
Gen_X,post_graduate,relation,61917.0,2,91,12,83,10.0,0
Baby_boomers,post_graduate,relation,67472.0,1,414,18,93,10.0,0
Millennial,post_graduate,relation,21059.0,1,44,15,40,10.0,0
Gen_X,post_graduate,relation,29543.0,2,63,15,47,10.0,0
Baby_boomers,graduate,relation,75903.0,1,901,26,50,10.0,0
Gen_X,post_graduate,relation,34984.0,2,38,13,40,12.0,0
Baby_boomers,post_graduate,single,54998.0,1,455,24,3,10.0,0
Baby_boomers,post_graduate,single,54356.0,1,775,32,62,11.0,0
Baby_boomers,post_graduate,relation,34242.0,1,15,9,25,10.0,0
Gen_X,graduate,relation,25410.0,1,38,10,48,10.0,0
Millennial,post_graduate,relation,73356.0,0,1512,24,56,10.0,3
Baby_boomers,graduate,relation,28320.0,1,43,13,68,11.0,0
Gen_X,graduate,single,23763.0,1,42,12,64,11.0,0
Millennial,graduate,relation,72570.0,0,1089,24,67,10.0,0
Gen_X,post_graduate,relation,34529.0,1,162,16,94,11.0,0
Baby_boomers,graduate,single,70792.0,0,1272,22,82,11.0,0
Millennial,graduate,relation,63211.0,0,1173,22,3,12.0,0
Gen_X,post_graduate,relation,83891.0,1,816,23,24,10.0,0
Gen_X,graduate,single,36065.0,2,74,17,54,11.0,0
Baby_boomers,graduate,relation,39898.0,1,134,16,20,10.0,0
Builder,post_graduate,single,51141.0,0,157,14,96,10.0,0
Gen_X,graduate,relation,56939.0,1,561,21,19,10.0,0
Baby_boomers,graduate,single,80872.0,0,1336,20,60,9.0,0
Gen_X,post_graduate,relation,72335.0,0,2092,31,2,11.0,0
Baby_boomers,post_graduate,single,61798.0,0,463,20,13,10.0,0
Baby_boomers,post_graduate,single,76842.0,0,1130,17,37,10.0,0
Gen_X,graduate,relation,29478.0,1,20,11,59,10.0,0
Baby_boomers,graduate,single,46998.0,1,377,25,55,11.0,1
Millennial,graduate,single,96843.0,0,1544,30,60,11.0,1
Baby_boomers,post_graduate,single,56551.0,2,138,14,48,9.0,0
Gen_X,post_graduate,relation,70053.0,1,1012,31,38,11.0,0
Baby_boomers,post_graduate,single,71670.0,0,1766,21,8,10.0,3
Gen_X,graduate,relation,44359.0,2,45,12,19,10.0,0
Baby_boomers,graduate,single,40887.0,2,161,19,32,11.0,0
Gen_X,graduate,single,48877.0,1,144,15,27,10.0,0
Baby_boomers,graduate,relation,74485.0,0,1734,29,58,10.0,0
Gen_X,graduate,relation,64474.0,1,823,27,59,10.0,0
Baby_boomers,graduate,relation,77226.0,1,1138,31,29,10.0,0
Baby_boomers,graduate,single,72643.0,0,1429,23,60,11.0,1
Gen_X,post_graduate,relation,85738.0,0,1371,22,41,10.0,2
Gen_X,graduate,single,55686.0,1,982,20,27,11.0,1
Millennial,graduate,single,39062.0,1,44,9,28,10.0,1
Gen_X,graduate,relation,34600.0,2,318,25,8,11.0,0
Gen_X,graduate,relation,40794.0,1,434,23,18,11.0,0
Gen_X,post_graduate,relation,54690.0,2,198,15,76,10.0,0
Gen_X,graduate,relation,4428.0,1,359,26,0,11.0,0
Baby_boomers,post_graduate,relation,32632.0,0,576,23,32,12.0,0
Gen_X,post_graduate,single,38236.0,2,88,18,2,10.0,0
Gen_X,graduate,relation,36781.0,1,63,14,16,9.0,0
Millennial,post_graduate,single,31385.0,1,27,12,56,12.0,1
Millennial,graduate,relation,24570.0,1,193,20,97,11.0,0
Gen_X,post_graduate,single,25509.0,1,101,18,15,11.0,0
Baby_boomers,graduate,relation,94642.0,0,2211,22,35,9.0,2
Baby_boomers,post_graduate,relation,58646.0,1,140,12,3,10.0,0
Gen_X,graduate,single,53201.0,2,415,29,49,10.0,0
Baby_boomers,graduate,relation,21994.0,1,22,9,4,11.0,0
Gen_X,graduate,relation,57113.0,2,263,23,45,11.0,0
Millennial,graduate,relation,51373.0,0,393,16,37,11.0,0
Millennial,graduate,relation,23477.0,1,147,18,39,10.0,0
Baby_boomers,graduate,relation,58116.0,1,443,18,38,10.0,0
Baby_boomers,post_graduate,single,72968.0,0,1958,22,8,10.0,1
Gen_X,post_graduate,relation,39791.0,1,174,17,89,11.0,0
Baby_boomers,post_graduate,single,91712.0,0,2217,30,47,10.0,1
Baby_boomers,graduate,single,94472.0,1,1691,21,75,10.0,2
Baby_boomers,graduate,relation,13672.0,2,25,14,86,11.0,0
Millennial,post_graduate,relation,96547.0,0,809,23,4,10.0,3
Gen_X,graduate,relation,79205.0,0,895,20,73,11.0,1
Gen_X,post_graduate,relation,56559.0,1,484,22,46,11.0,0
Gen_X,post_graduate,relation,32644.0,1,413,26,38,11.0,1
Millennial,post_graduate,single,67506.0,1,331,15,73,10.0,0
Gen_X,graduate,single,24206.0,1,25,11,66,10.0,0
Gen_X,post_graduate,single,28420.0,1,13,10,36,10.0,0
Gen_X,graduate,relation,22979.0,1,115,18,29,12.0,0
Gen_X,graduate,single,33279.0,0,16,7,29,9.0,0
Gen_X,post_graduate,single,46423.0,2,92,16,6,10.0,0
Gen_X,graduate,relation,30368.0,1,52,15,97,10.0,0
Gen_X,graduate,relation,63684.0,1,1464,28,61,11.0,0
Baby_boomers,graduate,single,41638.0,1,441,25,68,11.0,1
Baby_boomers,post_graduate,single,68805.0,1,283,14,73,10.0,0
Gen_X,post_graduate,relation,65814.0,1,747,28,90,10.0,0
Baby_boomers,graduate,single,71964.0,0,1870,20,81,11.0,0
Millennial,graduate,single,39146.0,1,165,19,1,11.0,0
Gen_X,graduate,relation,96876.0,0,1941,26,79,11.0,3
Millennial,under_graduate,relation,34445.0,0,839,36,92,11.0,0
Baby_boomers,graduate,single,68281.0,0,1655,30,31,11.0,0
Gen_X,post_graduate,relation,37284.0,2,23,10,46,11.0,0
Millennial,graduate,relation,36790.0,0,66,15,14,11.0,0
Gen_X,graduate,relation,27943.0,2,37,16,89,11.0,0
Baby_boomers,graduate,single,22263.0,2,21,12,31,10.0,0
Gen_X,graduate,relation,30261.0,3,22,12,75,11.0,0
Gen_X,graduate,relation,28587.0,1,78,15,42,9.0,0
Millennial,post_graduate,relation,43815.0,1,79,12,53,11.0,0
Baby_boomers,graduate,relation,48195.0,2,265,23,53,10.0,0
Baby_boomers,post_graduate,relation,77027.0,1,1175,23,23,10.0,0
Gen_X,post_graduate,relation,71322.0,1,1305,32,57,11.0,0
Gen_X,post_graduate,relation,32765.0,1,46,13,49,10.0,0
Gen_X,graduate,relation,29672.0,2,25,10,6,10.0,0
Baby_boomers,graduate,single,23272.0,0,46,9,29,10.0,0
Baby_boomers,post_graduate,relation,49912.0,1,874,34,5,11.0,1
Millennial,post_graduate,relation,7500.0,1,100,19,98,12.0,0
Baby_boomers,post_graduate,single,68117.0,1,930,31,80,10.0,1
Baby_boomers,graduate,relation,67225.0,1,868,28,4,10.0,0
Gen_X,graduate,relation,17649.0,1,45,17,70,10.0,0
Gen_X,graduate,relation,55914.0,1,1260,36,32,11.0,0
Millennial,graduate,relation,40059.0,1,414,20,82,10.0,1
Baby_boomers,graduate,relation,60905.0,1,392,17,27,11.0,0
Gen_X,graduate,relation,75330.0,2,1109,35,94,12.0,0
Baby_boomers,graduate,single,60689.0,1,639,25,23,11.0,0
Millennial,graduate,relation,38680.0,1,79,13,97,11.0,0
Millennial,graduate,relation,61416.0,0,1665,30,25,10.0,1
Millennial,graduate,single,49767.0,0,692,22,92,11.0,0
Gen_X,graduate,single,83273.0,3,1392,36,98,11.0,0
Millennial,graduate,relation,29009.0,1,44,13,19,10.0,0
Gen_X,post_graduate,relation,45057.0,1,50,11,80,11.0,0
Gen_X,graduate,relation,37150.0,1,467,28,80,11.0,0
Gen_X,graduate,single,43020.0,1,223,18,79,10.0,0
Baby_boomers,graduate,relation,53154.0,1,158,13,50,9.0,0
Gen_X,graduate,relation,65308.0,0,1211,32,60,10.0,2
Gen_X,graduate,single,76467.0,1,1575,20,44,11.0,0
Baby_boomers,post_graduate,relation,81044.0,0,1208,23,0,10.0,0
Baby_boomers,graduate,relation,32871.0,2,43,9,28,10.0,0
Gen_X,graduate,single,55801.0,2,527,28,35,10.0,1
Baby_boomers,graduate,single,76320.0,1,932,17,49,10.0,0
Baby_boomers,post_graduate,single,36927.0,2,71,16,46,10.0,0
Baby_boomers,graduate,relation,48794.0,2,54,9,97,10.0,0
Gen_X,graduate,single,23478.0,0,129,15,51,11.0,0
Gen_X,graduate,single,71128.0,1,1615,34,80,12.0,0
Gen_X,post_graduate,single,70179.0,1,1034,31,10,10.0,0
Baby_boomers,graduate,relation,59462.0,1,1088,32,29,11.0,0
Gen_X,post_graduate,relation,52247.25135379061,2,721,28,52,11.0,0
Gen_X,graduate,relation,38361.0,1,137,17,74,10.0,0
Millennial,post_graduate,single,52247.25135379061,1,47,14,82,11.0,0
Millennial,post_graduate,relation,70038.0,0,1244,19,54,10.0,0
Gen_X,graduate,relation,42554.0,2,41,11,93,10.0,0
Gen_X,graduate,relation,67445.0,1,1174,38,63,11.0,0
Baby_boomers,graduate,single,67046.0,1,993,17,92,11.0,0
Baby_boomers,graduate,relation,42192.0,0,100,11,40,11.0,0
Baby_boomers,post_graduate,relation,77610.0,1,1680,24,70,11.0,0
Millennial,graduate,relation,31761.0,1,98,14,96,10.0,0
Gen_X,graduate,relation,34350.0,1,48,12,81,10.0,0
Baby_boomers,graduate,relation,54591.0,1,519,24,63,11.0,0
Baby_boomers,graduate,relation,71866.0,1,715,23,85,10.0,0
Gen_X,graduate,relation,25293.0,1,37,13,51,10.0,0
Millennial,post_graduate,single,42000.0,0,653,25,23,10.0,0
Millennial,graduate,relation,69520.0,0,1455,26,95,10.0,0
Gen_X,graduate,single,64713.0,1,602,23,11,10.0,0
Gen_X,post_graduate,relation,27889.0,1,26,11,42,11.0,0
Baby_boomers,under_graduate,single,22123.0,0,102,12,77,10.0,0
Gen_X,graduate,relation,52247.25135379061,2,97,18,82,11.0,0
Baby_boomers,post_graduate,relation,52247.25135379061,1,207,17,83,11.0,0
Gen_X,graduate,relation,27803.0,1,176,17,40,11.0,0
Baby_boomers,graduate,single,52247.25135379061,1,450,22,95,10.0,0
Baby_boomers,graduate,relation,51651.0,1,433,25,32,11.0,0
Millennial,graduate,relation,68487.0,0,1366,34,48,11.0,0
Builder,post_graduate,single,52247.25135379061,0,1564,23,75,10.0,1
Gen_X,graduate,relation,56796.0,1,1001,34,24,11.0,0
Millennial,post_graduate,relation,87000.0,0,961,20,61,11.0,0
Baby_boomers,graduate,relation,79823.0,1,1518,25,6,10.0,1
